"","index","date","week","weekday","area","count","rabate","price","operator","driver","delivery_min","temperature","wine_ordered","wine_delivered","wrongpizza","quality"
"1085",1085,2014-03-29,13,6,"Camden",4,TRUE,72.558,"Maria","Miller",26.2,48.5,1,1,FALSE,"high"
"1086",1086,2014-03-29,13,6,"Brent",1,FALSE,11.99,"Maria","Carter",40.6,35.9,0,0,FALSE,"high"
"1087",1087,2014-03-29,13,6,"Brent",3,FALSE,50.97,"Maria","Carter",33.8,40,0,0,FALSE,"high"
"1088",1088,2014-03-29,13,6,"Brent",4,TRUE,75.042,"Maria","Carter",27.1,45.3,1,0,FALSE,"high"
"1089",1089,2014-03-29,13,6,"Brent",3,FALSE,39.97,"Maria","Hunter",27.5,45.4,0,0,FALSE,"high"
"1090",1090,2014-03-29,13,6,"Brent",5,TRUE,53.055,"Maria","Hunter",26.9,47.2,0,0,FALSE,"high"
"1091",1091,2014-03-29,13,6,"Brent",4,TRUE,55.764,"Maria","Hunter",23.9,49.8,0,0,FALSE,"high"
"1092",1092,2014-03-29,13,6,"Westminster",2,FALSE,27.98,"Rhonda","Miller",42.6,33.5,0,0,FALSE,"low"
"1093",1093,2014-03-29,13,6,"Brent",2,FALSE,24.98,"Rhonda","Hunter",23.6,48.1,0,0,FALSE,"medium"
"1094",1094,2014-03-29,13,6,"Westminster",4,TRUE,83.772,"Rhonda","Carpenter",34.8,46.5,1,1,FALSE,"medium"
"1095",1095,2014-03-29,13,6,"Westminster",4,TRUE,52.164,"Maria","Hunter",34.2,43.9,0,0,TRUE,"medium"
"1096",1096,NA,NA,NA,"Westminster",5,TRUE,65.655,"Rhonda","Carpenter",15.6,50,0,0,FALSE,"medium"
"1097",1097,2014-03-29,13,6,"Brent",6,TRUE,69.246,"Rhonda","Hunter",25.9,47.8,0,0,FALSE,"medium"
"1098",1098,2014-03-29,13,6,"Westminster",5,TRUE,55.755,"Maria","Miller",40.3,35.4,0,0,FALSE,"high"
"1099",1099,2014-03-29,13,6,"Brent",1,FALSE,43.62,"Rhonda","Carter",21.6,47.1,1,1,FALSE,NA
"1100",1100,2014-03-29,13,6,"Brent",4,TRUE,47.664,"Rhonda","Hunter",11.9,51.2,0,0,FALSE,NA
"1101",1101,2014-03-29,13,6,"Westminster",3,FALSE,47.97,"Maria","Hunter",53.4,20.2,0,0,FALSE,"medium"
"1102",1102,2014-03-29,13,6,"Westminster",7,TRUE,79.137,"Maria","Miller",25.6,48.7,0,0,FALSE,NA
"1103",1103,2014-03-29,13,6,"Brent",4,TRUE,53.964,"Maria","Carpenter",16.5,48.3,0,0,FALSE,"high"
"1104",1104,2014-03-29,13,6,"Westminster",1,FALSE,10.99,"Rhonda","Carpenter",46.5,22.4,0,0,FALSE,"low"
"1105",1105,2014-03-29,13,6,"Westminster",2,FALSE,70.93,"Rhonda","Miller",22.9,49.5,1,1,FALSE,"medium"
"1106",1106,2014-03-29,13,6,"Westminster",4,TRUE,51.264,"Rhonda","Carpenter",41.6,35.4,0,0,FALSE,"low"
"1107",1107,2014-03-29,13,6,"Brent",5,TRUE,71.055,"Maria","Carter",14.8,48.8,0,0,FALSE,"high"
"1108",1108,2014-03-29,13,6,"Westminster",5,TRUE,72.855,"Rhonda","Carpenter",51.8,31.8,0,0,FALSE,"low"
"1109",1109,2014-03-29,13,6,"Westminster",3,FALSE,44.97,"Maria","Carpenter",41.2,35.5,0,0,FALSE,NA
"1110",1110,2014-03-29,13,6,"Brent",3,FALSE,40.97,"Rhonda","Hunter",11,49.2,0,0,FALSE,"medium"
"1111",1111,NA,NA,NA,"Camden",7,TRUE,89.937,"Maria","Carpenter",23.4,48.7,0,0,TRUE,NA
"1112",1112,2014-03-29,13,6,"Brent",6,TRUE,81.846,"Rhonda","Carter",24.9,50.8,0,0,FALSE,"medium"
"1113",1113,2014-03-29,13,6,"Brent",7,TRUE,92.637,"Maria","Hunter",15.1,52.1,0,0,FALSE,"high"
"1114",1114,2014-03-29,13,6,"Westminster",4,TRUE,51.264,"Rhonda","Miller",24.9,50,0,0,FALSE,"medium"
"1115",1115,2014-03-29,13,6,"Brent",2,FALSE,54.02,"Rhonda","Carter",41.4,NA,1,1,FALSE,NA
"1116",1116,2014-03-29,13,6,"Westminster",1,FALSE,54.33,"Rhonda","Carpenter",32,45.4,1,1,FALSE,"medium"
"1117",1117,2014-03-29,13,6,"Westminster",1,FALSE,16.99,"Rhonda","Miller",44.3,27.3,0,0,FALSE,"low"
"1118",1118,2014-03-29,13,6,"Westminster",7,TRUE,88.137,"Maria","Miller",29,50.2,0,0,FALSE,NA
"1119",1119,2014-03-29,13,6,"Brent",3,FALSE,39.97,"Maria","Carter",22.1,45.2,0,0,FALSE,"high"
"1120",1120,2014-03-29,13,6,"Westminster",2,FALSE,24.98,"Maria","Carpenter",34.5,39.1,0,0,FALSE,"high"
"1121",1121,2014-03-29,13,6,"Brent",7,TRUE,87.237,"Maria","Carpenter",18,51.4,0,0,FALSE,"high"
"1122",1122,2014-03-29,13,6,"Brent",1,FALSE,13.99,"Maria","Carter",35.4,38.5,0,0,FALSE,"high"
"1123",1123,2014-03-29,13,6,"Brent",4,TRUE,49.464,"Maria","Hunter",22.3,49.2,0,0,FALSE,"high"
"1124",1124,2014-03-29,13,6,"Westminster",4,TRUE,50.364,"Rhonda","Miller",17.6,49,0,0,TRUE,"low"
"1125",1125,2014-03-29,13,6,"Brent",3,FALSE,40.97,"Rhonda","Carter",24.4,47.6,0,0,FALSE,"medium"
"1126",1126,2014-03-29,13,6,"Brent",3,FALSE,42.97,"Maria","Carter",15.5,50.2,0,0,FALSE,"high"
"1127",1127,2014-03-29,13,6,"Brent",1,FALSE,54.29,"Rhonda","Hunter",28.5,43.2,1,1,FALSE,"low"
"1128",1128,2014-03-29,13,6,"Brent",3,FALSE,47.97,"Rhonda","Hunter",10.1,51.4,0,0,FALSE,"medium"
"1129",1129,2014-03-30,13,7,"Westminster",1,FALSE,16.99,"Rhonda","Hunter",34.8,44.1,0,0,FALSE,"medium"
"1130",1130,2014-03-30,13,7,"Brent",3,FALSE,39.97,"Rhonda","Carter",18.7,54.4,0,0,FALSE,"medium"
"1131",1131,2014-03-30,13,7,"Westminster",3,FALSE,41.97,"Maria","Carpenter",40.4,34.5,0,0,FALSE,"high"
"1132",1132,NA,NA,NA,"Brent",3,FALSE,46.97,"Rhonda","Carter",10,55.8,0,0,FALSE,"medium"
"1133",1133,2014-03-30,13,7,"Westminster",1,FALSE,13.99,"Rhonda","Miller",26.4,48.5,0,0,FALSE,"medium"
"1134",1134,2014-03-30,13,7,"Westminster",2,FALSE,23.98,"Rhonda","Miller",18.1,54.3,0,0,FALSE,"medium"
"1135",1135,2014-03-30,13,7,"Westminster",2,FALSE,24.98,"Maria","Carpenter",40.6,37.7,0,0,FALSE,"high"
"1136",1136,2014-03-30,13,7,"Brent",2,FALSE,27.98,"Rhonda","Carter",11.7,54.4,0,0,FALSE,NA
"1137",1137,2014-03-30,13,7,"Brent",6,TRUE,75.546,"Maria","Carter",17.2,53.6,0,0,FALSE,"high"
"1138",1138,2014-03-30,13,7,"Westminster",2,FALSE,27.98,"Maria","Carpenter",26.8,48.7,0,0,FALSE,"high"
"1139",1139,2014-03-30,13,7,"Camden",6,TRUE,79.146,"Rhonda","Hunter",29.6,48.7,0,0,FALSE,"medium"
"1140",1140,2014-03-30,13,7,"Westminster",3,FALSE,43.97,"Maria","Miller",30.6,46,0,0,FALSE,"high"
"1141",1141,2014-03-30,13,7,"Brent",5,TRUE,55.755,"Maria","Hunter",11,58.7,0,0,FALSE,"high"
"1142",1142,2014-03-30,13,7,"Westminster",3,FALSE,40.97,"Rhonda","Carpenter",20.1,53.6,0,0,FALSE,NA
"1143",1143,2014-03-30,13,7,"Brent",2,FALSE,29.98,"Maria","Hunter",11.6,54.9,0,0,FALSE,"high"
"1144",1144,2014-03-30,13,7,"Westminster",4,TRUE,55.764,"Rhonda","Carpenter",23.5,51.5,0,0,FALSE,"medium"
"1145",1145,2014-03-30,13,7,"Westminster",3,FALSE,78.75,"Maria","Carpenter",43,41.5,1,1,FALSE,"high"
"1146",1146,2014-03-30,13,7,"Westminster",4,TRUE,54.864,"Maria","Miller",30,48.3,0,0,TRUE,NA
"1147",1147,2014-03-30,13,7,"Westminster",3,FALSE,41.97,"Maria","Carpenter",11.5,53.9,0,0,TRUE,NA
"1148",1148,2014-03-30,13,7,"Camden",3,FALSE,43.97,"Rhonda","Carter",24,53.4,0,0,FALSE,"medium"
"1149",1149,2014-03-30,13,7,"Westminster",6,TRUE,70.146,"Maria","Carpenter",27.8,50.6,0,0,FALSE,NA
"1150",1150,2014-03-30,13,7,"Brent",3,FALSE,73.7,"Rhonda","Hunter",19,53.8,1,1,FALSE,NA
"1151",1151,2014-03-30,13,7,"Westminster",4,TRUE,54.864,"Maria","Carpenter",27.2,51.1,0,0,FALSE,"high"
"1152",1152,2014-03-30,13,7,"Camden",2,FALSE,22.98,"Maria","Carter",26.3,49.9,0,0,FALSE,NA
"1153",1153,2014-03-30,13,7,"Westminster",1,FALSE,16.99,"Maria","Miller",23.8,47.5,0,0,FALSE,"high"
"1154",1154,2014-03-30,13,7,"Brent",2,FALSE,60.48,"Maria","Carter",21.4,50.3,1,1,TRUE,"high"
"1155",1155,2014-03-30,13,7,"Westminster",2,FALSE,26.98,"Maria","Carpenter",11.3,58.9,0,0,FALSE,"high"
"1156",1156,2014-03-30,13,7,"Westminster",3,FALSE,76.61,"Maria","Carpenter",37.9,46.2,1,0,FALSE,"high"
"1157",1157,2014-03-30,13,7,"Westminster",3,FALSE,39.97,"Maria","Carpenter",45.2,33.6,0,0,FALSE,"high"
"1158",1158,2014-03-30,13,7,"Westminster",2,FALSE,23.98,"Rhonda","Miller",31.9,52.5,0,0,FALSE,"medium"
"1159",1159,2014-03-30,13,7,"Camden",3,FALSE,46.97,"Maria","Miller",10.8,52.6,0,0,TRUE,"high"
"1160",1160,2014-03-30,13,7,"Brent",2,FALSE,24.98,"Rhonda","Hunter",17.3,55.3,0,0,FALSE,"medium"
"1161",1161,2014-03-30,13,7,"Westminster",5,TRUE,71.955,"Rhonda","Carpenter",18.2,56,0,0,FALSE,"high"
"1162",1162,2014-03-30,13,7,"Westminster",8,TRUE,124.434,"Maria","Carpenter",25,51.8,1,0,FALSE,"high"
"1163",1163,2014-03-30,13,7,"Brent",4,TRUE,44.964,"Maria","Carter",10.8,57.1,0,0,FALSE,"high"
"1164",1164,NA,NA,NA,"Westminster",5,TRUE,57.555,"Maria","Carpenter",42.2,44.3,0,0,FALSE,"high"
"1165",1165,2014-03-30,13,7,"Westminster",3,FALSE,38.97,"Rhonda","Carpenter",22.8,53,0,0,FALSE,"medium"
"1166",1166,2014-03-30,13,7,"Brent",3,FALSE,36.97,"Maria","Carpenter",11.7,55.4,0,0,TRUE,"high"
"1167",1167,2014-03-30,13,7,"Westminster",2,FALSE,27.98,"Maria","Carpenter",28.8,46.2,0,0,FALSE,"high"
"1168",1168,2014-03-30,13,7,"Camden",4,TRUE,73.89,"Maria","Miller",14.3,56.7,1,1,FALSE,"high"
"1169",1169,2014-03-30,13,7,"Westminster",6,TRUE,76.446,"Rhonda","Miller",17.6,58.7,0,0,FALSE,"high"
"1170",1170,2014-03-30,13,7,"Westminster",5,TRUE,97.407,"Maria","Carpenter",31.5,47.3,1,1,TRUE,NA
"1171",1171,NA,NA,NA,"Brent",2,FALSE,25.98,"Rhonda","Hunter",17.6,55.8,0,0,FALSE,"medium"
"1172",1172,2014-03-30,13,7,"Brent",2,FALSE,24.98,"Maria","Hunter",20.7,52,0,0,TRUE,"high"
"1173",1173,2014-03-30,13,7,"Brent",4,TRUE,45.864,"Rhonda","Miller",17.7,53.8,0,0,FALSE,NA
"1174",1174,2014-03-30,13,7,"Westminster",6,TRUE,106.128,"Maria","Carpenter",41.5,NA,1,1,TRUE,"medium"
"1175",1175,2014-03-31,14,1,"Westminster",2,FALSE,27.98,"Rhonda","Carpenter",46.4,25.8,0,0,FALSE,"low"
"1176",1176,2014-03-31,14,1,"Brent",3,FALSE,69.8,"Rhonda","Carpenter",22.5,41.4,1,1,FALSE,"low"
"1177",1177,2014-03-31,14,1,"Camden",6,TRUE,72.846,"Rhonda","Farmer",15.2,44.3,0,0,FALSE,"medium"
"1178",1178,2014-03-31,14,1,"Westminster",2,FALSE,26.98,"Rhonda","Carpenter",35.6,35.4,0,0,FALSE,"low"
"1179",1179,2014-03-31,14,1,"Camden",4,TRUE,49.464,"Rhonda","Farmer",20.7,42.2,0,0,FALSE,"low"
"1180",1180,NA,NA,NA,"Camden",2,FALSE,22.98,"Rhonda","Farmer",18.3,43.8,0,0,FALSE,"medium"
"1181",1181,2014-03-31,14,1,"Westminster",7,TRUE,113.589,"Rhonda","Farmer",37.4,33.4,1,1,FALSE,"low"
"1182",1182,2014-03-31,14,1,"Westminster",4,TRUE,45.864,"Rhonda","Carpenter",41.4,33.8,0,0,FALSE,"low"
"1183",1183,2014-03-31,14,1,"Brent",2,FALSE,21.98,"Rhonda","Carpenter",14.6,42.7,0,0,FALSE,"low"
"1184",1184,2014-03-31,14,1,"Westminster",5,TRUE,62.055,"Rhonda","Carpenter",31.4,37.1,0,0,FALSE,"low"
"1185",1185,2014-03-31,14,1,"Brent",2,FALSE,25.98,"Rhonda","Carter",30.7,40.7,0,0,FALSE,"low"
"1186",1186,2014-03-31,14,1,"Camden",2,FALSE,64.08,"Rhonda","Farmer",26,40.4,1,1,FALSE,NA
"1187",1187,2014-03-31,14,1,"Brent",7,TRUE,87.237,"Rhonda","Carter",22.5,43.8,0,0,FALSE,"medium"
"1188",1188,2014-03-31,14,1,"Camden",5,TRUE,101.799,"Rhonda","Farmer",34.1,36.7,1,1,FALSE,"low"
"1189",1189,2014-03-31,14,1,"Brent",2,FALSE,26.98,"Rhonda","Carpenter",19.1,45.1,0,0,FALSE,"medium"
"1190",1190,2014-03-31,14,1,"Westminster",7,TRUE,89.937,"Rhonda","Carpenter",23.8,42.3,0,0,FALSE,"low"
"1191",1191,2014-03-31,14,1,"Westminster",4,TRUE,48.564,"Rhonda","Carpenter",38.9,34.8,0,0,FALSE,NA
"1192",1192,2014-03-31,14,1,"Camden",3,FALSE,39.97,"Rhonda","Farmer",18.7,45.6,0,0,FALSE,NA
"1193",1193,2014-03-31,14,1,"Camden",4,TRUE,48.564,"Rhonda","Farmer",19.6,42,0,0,FALSE,"low"
"1194",1194,2014-03-31,14,1,"Westminster",3,FALSE,82.2,"Rhonda","Carpenter",28.5,40.2,1,1,FALSE,"low"
"1195",1195,2014-03-31,14,1,"Brent",4,TRUE,52.164,"Rhonda","Farmer",16.9,46,0,0,FALSE,NA
"1196",1196,2014-03-31,14,1,NA,4,TRUE,48.564,"Rhonda","Carpenter",34.8,30.9,0,0,FALSE,"low"
"1197",1197,2014-03-31,14,1,"Westminster",6,TRUE,70.146,"Rhonda","Carpenter",10.9,48.1,0,0,FALSE,"medium"
"1198",1198,2014-03-31,14,1,"Brent",2,FALSE,30.98,"Rhonda","Carter",36.4,29.5,0,0,FALSE,"low"
"1199",1199,2014-03-31,14,1,"Westminster",1,FALSE,13.99,"Rhonda","Carpenter",24.9,39.1,0,0,FALSE,"low"
"1200",1200,2014-03-31,14,1,"Brent",3,FALSE,47.97,"Rhonda","Farmer",17.9,45.6,0,0,FALSE,NA
"1201",1201,2014-03-31,14,1,"Westminster",4,TRUE,53.064,"Rhonda","Carpenter",29.2,41.9,0,0,FALSE,"low"
"1202",1202,2014-03-31,14,1,"Camden",3,FALSE,66.71,"Rhonda","Carpenter",34.5,28.1,1,1,FALSE,NA
"1203",1203,2014-03-31,14,1,"Westminster",2,FALSE,66.97,"Rhonda","Carpenter",52.9,NA,1,1,FALSE,"low"
"1204",1204,2014-03-31,14,1,"Westminster",4,TRUE,46.764,"Rhonda","Carpenter",26.8,39.6,0,0,FALSE,"low"
"1205",1205,2014-03-31,14,1,"Westminster",3,FALSE,41.97,"Rhonda","Farmer",31.2,35.7,0,0,FALSE,"low"
"1206",1206,2014-03-31,14,1,"Camden",3,FALSE,42.97,"Rhonda","Carter",12.3,48.3,0,0,FALSE,"medium"
"1207",1207,2014-03-31,14,1,"Brent",2,FALSE,26.98,"Rhonda","Carter",9.1,45.7,0,0,FALSE,"medium"
"1208",1208,2014-03-31,14,1,"Brent",6,TRUE,75.546,"Rhonda","Carpenter",11,43.8,0,0,FALSE,"medium"
"1209",1209,2014-03-31,14,1,"Camden",4,TRUE,69.66,"Rhonda","Farmer",15,43.5,1,1,FALSE,"medium"
