"","status","duration","credit_history","purpose","amount","savings","employment_duration","installment_rate","personal_status_sex","other_debtors","present_residence","property","age","other_installment_plans","housing","number_credits","job","people_liable","telephone","foreign_worker","credit_risk"
"351","no checking account",9,"existing credits paid back duly till now","repairs",1236,"... < 100 DM","... < 1 year",1,"female : divorced/separated/married","none",4,"real estate",23,"none","rent",1,"skilled employee/official",1,"yes","yes","good"
"352","0 <= ... < 200 DM",9,"existing credits paid back duly till now","radio/television",959,"... < 100 DM","1 <= ... < 4 years",1,"female : divorced/separated/married","none",2,"car or other",29,"none","own",1,"skilled employee/official",1,"no","no","bad"
"353","no checking account",18,"critical account/other credits existing","car (used)",3229,"unknown/no savings account","unemployed",2,"male : single","none",4,"unknown/no property",38,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"354","... < 0 DM",12,"no credits taken/all credits paid back duly","domestic appliances",6199,"... < 100 DM","1 <= ... < 4 years",4,"male : single","none",2,"building society savings agreement/life insurance",28,"none","rent",2,"skilled employee/official",1,"yes","yes","bad"
"355","no checking account",10,"existing credits paid back duly till now","retraining",727,"500 <= ... < 1000 DM","... >= 7 years",4,"male : single","none",4,"unknown/no property",46,"none","for free",1,"skilled employee/official",1,"yes","yes","good"
"356","0 <= ... < 200 DM",24,"existing credits paid back duly till now","car (new)",1246,"... < 100 DM","... < 1 year",4,"male : single","none",2,"real estate",23,"stores","own",1,"unskilled - resident",1,"no","yes","bad"
"357","no checking account",12,"critical account/other credits existing","domestic appliances",2331,"unknown/no savings account","... >= 7 years",1,"male : single","co-applicant",4,"real estate",49,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"358","no checking account",36,"delay in paying off in the past","domestic appliances",4463,"... < 100 DM","1 <= ... < 4 years",4,"male : single","none",2,"car or other",26,"none","own",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"359","no checking account",12,"existing credits paid back duly till now","domestic appliances",776,"... < 100 DM","1 <= ... < 4 years",4,"male : married/widowed","none",2,"real estate",28,"none","own",1,"skilled employee/official",1,"no","yes","good"
"360","... < 0 DM",30,"existing credits paid back duly till now","radio/television",2406,"... < 100 DM","4 <= ... < 7 years",4,"female : divorced/separated/married","none",4,"real estate",23,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"361","0 <= ... < 200 DM",18,"existing credits paid back duly till now","retraining",1239,"unknown/no savings account","1 <= ... < 4 years",4,"male : single","none",4,"unknown/no property",61,"none","for free",1,"skilled employee/official",1,"no","yes","good"
"362","... >= 200 DM / salary for at least 1 year",12,"existing credits paid back duly till now","domestic appliances",3399,"unknown/no savings account","... >= 7 years",2,"male : single","none",3,"car or other",37,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"no","yes","good"
"363","... >= 200 DM / salary for at least 1 year",12,"delay in paying off in the past","car (new)",2247,"... < 100 DM","1 <= ... < 4 years",2,"female : divorced/separated/married","none",2,"car or other",36,"stores","own",2,"skilled employee/official",1,"yes","yes","good"
"364","no checking account",6,"existing credits paid back duly till now","radio/television",1766,"... < 100 DM","1 <= ... < 4 years",1,"male : married/widowed","none",2,"building society savings agreement/life insurance",21,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"365","... < 0 DM",18,"existing credits paid back duly till now","radio/television",2473,"... < 100 DM","unemployed",4,"male : single","none",1,"car or other",25,"none","own",1,"unemployed/unskilled - non-resident",1,"no","yes","bad"
"366","no checking account",12,"existing credits paid back duly till now","others",1542,"... < 100 DM","4 <= ... < 7 years",2,"male : single","none",4,"car or other",36,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"367","no checking account",18,"critical account/other credits existing","car (used)",3850,"... < 100 DM","4 <= ... < 7 years",3,"male : single","none",1,"car or other",27,"none","own",2,"skilled employee/official",1,"no","yes","good"
"368","... < 0 DM",18,"existing credits paid back duly till now","radio/television",3650,"... < 100 DM","... < 1 year",1,"female : divorced/separated/married","none",4,"car or other",22,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"369","... < 0 DM",36,"existing credits paid back duly till now","radio/television",3446,"... < 100 DM","... >= 7 years",4,"male : single","none",2,"car or other",42,"none","own",1,"skilled employee/official",2,"no","yes","bad"
"370","0 <= ... < 200 DM",18,"existing credits paid back duly till now","radio/television",3001,"... < 100 DM","4 <= ... < 7 years",2,"female : divorced/separated/married","none",4,"real estate",40,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"371","no checking account",36,"existing credits paid back duly till now","car (new)",3079,"unknown/no savings account","1 <= ... < 4 years",4,"male : single","none",4,"real estate",36,"none","own",1,"skilled employee/official",1,"no","yes","good"
"372","no checking account",18,"critical account/other credits existing","domestic appliances",6070,"... < 100 DM","... >= 7 years",3,"male : single","none",4,"car or other",33,"none","own",2,"skilled employee/official",1,"yes","yes","good"
"373","no checking account",10,"critical account/other credits existing","radio/television",2146,"... < 100 DM","... < 1 year",1,"female : divorced/separated/married","none",3,"real estate",23,"none","rent",2,"skilled employee/official",1,"no","yes","good"
"374","no checking account",60,"critical account/other credits existing","car (new)",13756,"unknown/no savings account","... >= 7 years",2,"male : single","none",4,"unknown/no property",63,"bank","for free",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"375","0 <= ... < 200 DM",60,"all credits at this bank paid back duly","furniture/equipment",14782,"100 <= ... < 500 DM","... >= 7 years",3,"female : divorced/separated/married","none",4,"unknown/no property",60,"bank","for free",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"376","... < 0 DM",48,"all credits at this bank paid back duly","others",7685,"... < 100 DM","4 <= ... < 7 years",2,"female : divorced/separated/married","guarantor",4,"car or other",37,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"377","no checking account",18,"delay in paying off in the past","domestic appliances",2320,"... < 100 DM","unemployed",2,"male : married/widowed","none",3,"real estate",34,"none","own",2,"skilled employee/official",1,"no","yes","good"
"378","no checking account",7,"delay in paying off in the past","domestic appliances",846,"unknown/no savings account","... >= 7 years",3,"male : single","none",4,"unknown/no property",36,"none","for free",1,"skilled employee/official",1,"no","yes","good"
"379","0 <= ... < 200 DM",36,"existing credits paid back duly till now","car (new)",14318,"... < 100 DM","... >= 7 years",4,"male : single","none",2,"unknown/no property",57,"none","for free",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"380","no checking account",6,"critical account/other credits existing","car (new)",362,"100 <= ... < 500 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",4,"car or other",52,"none","own",2,"unskilled - resident",1,"no","yes","good"
"381","... < 0 DM",20,"existing credits paid back duly till now","radio/television",2212,"unknown/no savings account","4 <= ... < 7 years",4,"male : single","none",4,"car or other",39,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"382","0 <= ... < 200 DM",18,"existing credits paid back duly till now","car (used)",12976,"... < 100 DM","unemployed",3,"female : divorced/separated/married","none",4,"unknown/no property",38,"none","for free",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"383","no checking account",22,"existing credits paid back duly till now","car (new)",1283,"unknown/no savings account","4 <= ... < 7 years",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",25,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"384","... >= 200 DM / salary for at least 1 year",12,"existing credits paid back duly till now","car (new)",1330,"... < 100 DM","... < 1 year",4,"male : single","none",1,"real estate",26,"none","own",1,"skilled employee/official",1,"no","yes","good"
"385","no checking account",30,"delay in paying off in the past","others",4272,"100 <= ... < 500 DM","1 <= ... < 4 years",2,"male : single","none",2,"building society savings agreement/life insurance",26,"none","own",2,"unskilled - resident",1,"no","yes","good"
"386","no checking account",18,"critical account/other credits existing","domestic appliances",2238,"... < 100 DM","1 <= ... < 4 years",2,"female : divorced/separated/married","none",1,"car or other",25,"none","own",2,"skilled employee/official",1,"no","yes","good"
"387","no checking account",18,"existing credits paid back duly till now","domestic appliances",1126,"unknown/no savings account","... < 1 year",4,"female : divorced/separated/married","none",2,"real estate",21,"none","rent",1,"skilled employee/official",1,"yes","yes","good"
"388","0 <= ... < 200 DM",18,"critical account/other credits existing","radio/television",7374,"... < 100 DM","unemployed",4,"male : single","none",4,"building society savings agreement/life insurance",40,"stores","own",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"389","0 <= ... < 200 DM",15,"critical account/other credits existing","others",2326,"500 <= ... < 1000 DM","1 <= ... < 4 years",2,"male : single","none",4,"car or other",27,"bank","own",1,"skilled employee/official",1,"no","yes","good"
"390","no checking account",9,"existing credits paid back duly till now","others",1449,"... < 100 DM","4 <= ... < 7 years",3,"female : divorced/separated/married","none",2,"car or other",27,"none","own",2,"skilled employee/official",1,"no","yes","good"
"391","no checking account",18,"existing credits paid back duly till now","car (new)",1820,"... < 100 DM","1 <= ... < 4 years",2,"male : married/widowed","none",2,"building society savings agreement/life insurance",30,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"392","0 <= ... < 200 DM",12,"existing credits paid back duly till now","radio/television",983,"... >= 1000 DM","... < 1 year",1,"female : divorced/separated/married","none",4,"real estate",19,"none","rent",1,"unskilled - resident",1,"no","yes","good"
"393","... < 0 DM",36,"existing credits paid back duly till now","car (new)",3249,"... < 100 DM","4 <= ... < 7 years",2,"male : single","none",4,"unknown/no property",39,"bank","for free",1,"management/self-employed/highly qualified employee/officer",2,"yes","yes","good"
"394","... < 0 DM",6,"critical account/other credits existing","domestic appliances",1957,"... < 100 DM","4 <= ... < 7 years",1,"female : divorced/separated/married","none",4,"car or other",31,"none","own",1,"skilled employee/official",1,"no","yes","good"
